anio_siniestro_x,mes,rango_horario,participantes_siniestro,gravedad_siniestro,temperatura_media,es_fin_de_semana,lluvia_mm,velocidad_viento,humedad_relativa
2023,3,17.0,SD-SD,LEVE,27.7,0,0.0,14.3,52.0
2019,10,11.0,MOTO-AUTO,LEVE,15.9,0,,3.6,41.0
2019,6,20.0,MIXTO-AUTO,LEVE,20.2,0,,5.4,85.0
2019,10,23.0,MOTO-AUTO,LEVE,20.5,0,,5.4,53.0
2022,9,0.0,MOTO-UTILITARIO,LEVE,15.1,0,0.0,25.8,49.0
2024,7,12.0,MOTO-TAXI,LEVE,6.5,0,0.0,14.3,57.0
2021,10,16.0,MOTO-AUTO,LEVE,19.6,0,0.0,4.8,33.0
2024,11,17.0,MOTO-AUTO,GRAVE,,0,,,
2022,9,18.0,BICICLETA-AUTO,LEVE,16.6,0,0.0,22.8,34.0
2023,7,8.0,PEATON-AUTO,LEVE,1.7,0,0.0,3.3,90.0
2021,1,18.0,MOTO-UTILITARIO,LEVE,24.7,0,0.0,6.9,64.0
2024,10,17.0,MIXTO-AUTO,LEVE,22.7,0,0.0,11.2,70.0
2021,8,17.0,SD-SD,LEVE,14.9,0,0.0,9.2,46.0
2021,11,19.0,SD-SD,LEVE,24.9,0,0.0,7.6,30.0
2023,12,5.0,MOTO-AUTO,LEVE,17.8,0,0.0,3.7,88.0
2023,3,6.0,MOTO-AUTO,GRAVE,26.5,0,0.0,8.4,75.0
2021,2,21.0,MOTO-MOTO,LEVE,,0,,,
2023,7,14.0,SD-SD,LEVE,13.4,0,0.0,19.8,75.0
2023,5,21.0,SD-SD,LEVE,19.3,0,0.0,9.6,88.0
2019,12,16.0,TRANSPORTE PUBLICO-MOVIL,LEVE,22.1,0,,11.2,35.0
2022,4,9.0,PEATON-UTILITARIO,LEVE,17.2,0,0.0,0.3,94.0
2023,12,17.0,MOTO-SD,LEVE,21.6,1,0.0,16.6,68.0
2022,9,7.0,BICICLETA-AUTO,GRAVE,13.2,0,0.0,5.9,72.0
2019,5,13.0,MOTO-TAXI,LEVE,14.0,0,,1.4,95.0
2020,10,18.0,MOTO-OBJETO FIJO,GRAVE,20.0,0,,16.2,37.0
2024,9,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.8,0,0.0,14.1,74.0
2022,9,8.0,AUTO-AUTO,LEVE,8.3,0,0.0,21.1,73.0
2020,8,10.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,9.6,0,,13.1,61.0
2022,9,18.0,AUTO-AUTO,LEVE,21.2,0,0.0,9.9,31.0
2022,10,15.0,AUTO-UTILITARIO,LEVE,23.0,0,0.0,14.1,60.0
2023,8,13.0,AUTO-CAMION,LEVE,9.7,0,0.0,16.3,59.0
2024,9,18.0,SD-SD,LEVE,16.7,0,0.0,14.3,74.0
2020,8,9.0,AUTO-AUTO,LEVE,13.1,1,,1.7,99.0
2022,7,18.0,SD-SD,LEVE,11.9,0,0.0,10.9,79.0
2024,4,16.0,AUTO-AUTO,LEVE,25.3,0,0.0,16.7,48.0
2021,2,9.0,BICICLETA-AUTO,LEVE,22.4,0,0.0,7.7,69.0
2021,8,16.0,MOTO-AUTO,LEVE,13.7,0,0.0,6.0,37.0
2024,10,14.0,SD-SD,LEVE,24.6,0,0.0,8.1,49.0
2021,10,18.0,MOVIL-SD,LEVE,30.8,0,0.0,13.1,45.0
2021,4,22.0,PEATON-AUTO,LEVE,20.0,0,0.0,18.7,71.0
2019,12,13.0,BICICLETA-MOTO,LEVE,24.2,0,,10.7,37.0
2022,3,13.0,PEATON-AUTO,LEVE,15.4,1,0.0,12.4,48.0
2024,11,23.0,BICICLETA-AUTO,LEVE,27.8,1,0.9,11.7,56.0
2021,12,9.0,SD-SD,LEVE,21.4,0,0.0,4.6,80.0
2023,7,14.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.7,0,0.0,10.1,84.0
2022,9,0.0,AUTO-AUTO,LEVE,11.7,0,2.4,26.6,79.0
2024,2,14.0,SD-SD,LEVE,24.5,1,0.0,18.2,62.0
2020,10,12.0,MOTO-AUTO,LEVE,16.2,1,,4.6,70.0
2021,2,1.0,AUTO-UTILITARIO,LEVE,18.6,0,0.2,9.5,89.0
2022,7,9.0,PEATON-TAXI,LEVE,11.6,0,0.0,0.3,95.0
2020,1,11.0,AUTO-TRANSPORTE PUBLICO,LEVE,24.1,1,,0.9,68.0
2020,4,12.0,PEATON-SD,LEVE,11.9,0,,9.4,69.0
2024,8,0.0,AUTO-OBJETO FIJO,LEVE,13.2,0,0.0,10.2,71.0
2021,4,17.0,MOTO-UTILITARIO,LEVE,18.5,1,0.0,16.7,65.0
2019,7,13.0,MOTO-CAMION,LEVE,12.5,0,,7.0,96.0
2022,11,21.0,MOTO-AUTO,LEVE,21.6,0,0.0,20.2,59.0
2024,11,0.0,MOTO-MOTO,LEVE,18.2,0,0.0,19.1,66.0
2023,5,20.0,PEATON-TRANSPORTE PUBLICO,LEVE,19.0,1,0.0,13.8,88.0
2020,3,12.0,CAMION-SD,LEVE,21.0,0,,4.5,90.0
2021,12,5.0,AUTO-UTILITARIO,LEVE,22.5,1,0.0,15.2,63.0
2023,2,7.0,TRANSPORTE PUBLICO-AUTO,LEVE,24.5,0,0.0,12.3,74.0
2020,9,17.0,PEATON-MOTO,LEVE,17.0,0,,14.2,68.0
2021,4,16.0,MOTO-AUTO,LEVE,19.0,0,0.0,7.9,61.0
2023,3,17.0,PEATON-MOTO,LEVE,29.2,0,0.0,20.1,60.0
2019,9,14.0,PEATON-AUTO,LEVE,13.5,0,,10.7,73.0
2024,6,10.0,BICICLETA-AUTO,LEVE,15.0,0,0.0,8.9,86.0
2024,6,20.0,SD-SD,LEVE,15.1,0,0.0,14.8,78.0
2024,10,6.0,PEATON-MOTO,LEVE,22.8,0,0.0,14.0,69.0
2021,10,13.0,MOTO-AUTO,LEVE,23.0,0,0.0,23.3,39.0
2019,7,0.0,AUTO-OBJETO FIJO,LEVE,13.5,0,,11.5,93.0
2024,8,16.0,PEATON-AUTO,LEVE,7.4,0,0.2,8.8,76.0
2024,12,23.0,MOTO-AUTO,LEVE,24.6,1,0.0,12.3,42.0
2019,11,20.0,BICICLETA-AUTO,LEVE,27.4,1,,12.6,23.0
2024,12,13.0,AUTO-AUTO,LEVE,17.5,0,0.0,5.2,50.0
2019,5,17.0,MOTO-AUTO,LEVE,25.6,0,,12.7,33.0
2022,11,17.0,MOTO-AUTO,LEVE,23.5,1,0.0,19.1,41.0
2019,5,13.0,MOTO-AUTO,LEVE,13.1,1,,10.3,73.0
2022,2,14.0,PEATON-UTILITARIO,LEVE,23.2,0,0.0,12.1,51.0
2023,5,22.0,PEATON-AUTO,LEVE,13.4,1,0.0,17.6,76.0
2024,2,14.0,PEATON-MOTO,LEVE,26.6,0,0.0,6.8,69.0
2023,7,15.0,MOTO-CAMION,GRAVE,11.1,0,0.0,25.6,70.0
2023,3,12.0,BICICLETA-AUTO,GRAVE,26.7,0,0.0,11.0,73.0
2022,9,14.0,MOTO-MOTO,LEVE,13.7,1,0.0,11.6,53.0
2022,5,18.0,PEATON-AUTO,LEVE,19.1,0,0.0,9.6,68.0
2022,7,17.0,UTILITARIO-TRANSPORTE PUBLICO,LEVE,11.4,0,0.0,14.8,88.0
2019,5,5.0,PEATON-AUTO,LEVE,17.9,1,,12.7,96.0
2019,1,3.0,AUTO-AUTO,LEVE,26.0,1,,13.9,59.0
2024,7,5.0,AUTO-CAMION,LEVE,9.9,0,0.0,3.6,95.0
2024,5,18.0,MOTO-AUTO,LEVE,13.3,0,0.0,11.8,51.0
2019,9,11.0,PEATON-MOTO,LEVE,13.0,0,,6.3,50.0
2024,7,22.0,SD-SD,LEVE,12.3,0,0.0,9.8,84.0
2024,4,20.0,SD-SD,LEVE,17.2,0,0.0,15.3,72.0
2022,8,12.0,BICICLETA-AUTO,LEVE,9.9,0,0.0,13.3,77.0
2024,9,13.0,MOTO-AUTO,LEVE,18.5,0,0.0,12.7,72.0
2022,1,15.0,PEATON-MOVIL,LEVE,29.0,0,0.0,6.2,75.0
2021,6,13.0,MOTO-AUTO,LEVE,6.6,0,0.0,49.0,85.0
2019,11,14.0,SD-SD,LEVE,26.4,0,,9.3,49.0
2019,5,14.0,PEATON-TAXI,LEVE,17.9,0,,13.5,77.0
2024,3,23.0,MOTO-AUTO,LEVE,18.7,0,0.0,13.6,62.0
2019,1,8.0,MOTO-AUTO,LEVE,17.9,0,,15.7,65.0
2020,8,16.0,PEATON-SD,LEVE,15.4,0,,8.3,66.0
2024,6,10.0,SD-SD,LEVE,,0,,,
2023,7,5.0,MOTO-TRANSPORTE PUBLICO,GRAVE,13.3,0,0.0,11.9,92.0
2024,12,14.0,SD-SD,LEVE,23.8,0,0.1,6.9,61.0
2021,10,12.0,SD-SD,LEVE,16.0,0,0.0,7.4,89.0
2021,3,21.0,MOTO-AUTO,LEVE,20.6,0,0.0,11.9,60.0
2023,10,11.0,MOTO-AUTO,LEVE,14.7,0,0.0,19.4,69.0
2023,2,16.0,PEATON-TRANSPORTE PUBLICO,LEVE,30.7,0,0.0,14.1,39.0
2022,2,18.0,AUTO-UTILITARIO,LEVE,24.2,0,0.0,10.2,45.0
2024,6,16.0,SD-SD,LEVE,11.0,0,0.0,11.0,61.0
2024,10,14.0,MOTO-AUTO,LEVE,24.9,0,0.0,7.0,46.0
2020,1,12.0,BICICLETA-SD,LEVE,22.5,0,,16.4,72.0
2023,9,14.0,MOTO-AUTO,LEVE,16.8,0,0.0,7.8,54.0
2023,9,17.0,BICICLETA-AUTO,LEVE,19.9,0,0.0,11.8,49.0
2024,2,18.0,BICICLETA-AUTO,LEVE,27.0,0,0.0,9.5,45.0
2021,1,7.0,AUTO-TRANSPORTE PUBLICO,LEVE,21.0,1,0.1,6.6,95.0
2024,2,22.0,PEATON-AUTO,LEVE,25.7,0,0.0,11.7,62.0
2021,1,11.0,BICICLETA-AUTO,LEVE,22.6,0,0.0,18.4,74.0
2022,9,5.0,CAMION-OBJETO FIJO,LEVE,14.4,0,0.0,11.5,76.0
2020,11,7.0,AUTO-AUTO,LEVE,19.5,1,,8.0,81.0
2022,3,21.0,MOTO-SD,LEVE,28.7,0,0.0,8.6,39.0
2024,2,18.0,PEATON-AUTO,LEVE,28.3,0,0.0,9.3,65.0
2020,3,6.0,MOTO-SD,LEVE,18.4,1,,10.0,83.0
2019,4,8.0,MOTO-MOTO,LEVE,13.7,0,,5.9,84.0
2019,6,12.0,SD-SD,LEVE,13.9,0,,27.2,85.0
2021,9,7.0,MOTO-UTILITARIO,LEVE,13.6,1,0.0,13.6,79.0
2021,3,12.0,PEATON-MOTO,LEVE,21.5,0,0.0,8.1,81.0
2023,4,12.0,MOTO-AUTO,LEVE,17.0,0,0.3,8.4,88.0
2023,10,7.0,PEATON-TRANSPORTE PUBLICO,LEVE,12.7,0,0.0,9.3,81.0
2022,1,23.0,MOTO-OBJETO FIJO,LEVE,33.9,0,0.0,5.2,41.0
2019,11,12.0,MOTO-AUTO,LEVE,22.8,0,,15.3,48.0
2022,4,23.0,BICICLETA-AUTO,LEVE,19.2,0,0.0,13.0,82.0
2023,12,14.0,TAXI-AUTO,LEVE,21.7,1,0.0,12.3,62.0
2022,9,19.0,AUTO-PEATON,LEVE,21.0,0,0.0,10.6,47.0
2021,10,18.0,BICICLETA-AUTO,LEVE,23.3,0,0.0,9.9,30.0
2024,7,14.0,SD-SD,LEVE,11.9,0,0.0,16.3,63.0
2023,5,9.0,AUTO-UTILITARIO,LEVE,9.8,0,0.0,5.1,88.0
2022,3,8.0,MOTO-AUTO,GRAVE,,1,,,
2019,4,16.0,MOTO-AUTO,LEVE,19.5,1,,5.6,55.0
2023,9,21.0,MOTO-AUTO,LEVE,13.2,0,0.0,3.7,77.0
2019,8,17.0,MOTO-UTILITARIO,LEVE,21.9,0,,13.5,69.0
2024,8,11.0,PEATON-AUTO,LEVE,12.7,0,0.0,17.5,75.0
2022,12,13.0,MOTO-AUTO,LEVE,22.6,1,0.0,8.6,52.0
2024,7,7.0,SD-SD,LEVE,2.0,0,0.0,1.6,87.0
2024,12,8.0,AUTO-AUTO,LEVE,21.7,0,,16.0,73.0
2019,10,12.0,SD-SD,LEVE,21.1,0,,13.1,54.0
2020,2,21.0,TAXI-TAXI,LEVE,22.7,0,,6.6,93.0
2024,8,14.0,SD-SD,LEVE,11.2,0,,34.2,85.0
2019,4,22.0,MOTO-AUTO,LEVE,17.7,0,,14.1,59.0
2024,5,9.0,SD-SD,LEVE,13.1,1,0.0,19.5,72.0
2021,8,1.0,MOTO-AUTO,LEVE,12.6,1,0.0,6.7,52.0
2020,9,19.0,BICICLETA-AUTO,LEVE,21.4,0,,16.6,46.0
2022,2,22.0,SD-SD,LEVE,24.1,1,8.5,13.0,85.0
2023,6,18.0,PEATON-AUTO,LEVE,16.5,0,0.0,12.3,37.0
2019,3,4.0,AUTO-AUTO,LEVE,18.3,1,,12.4,69.0
2024,8,13.0,MOTO-AUTO,LEVE,7.4,0,0.0,4.8,74.0
2024,11,14.0,SD-SD,LEVE,18.0,0,0.4,7.9,93.0
2020,2,13.0,MOTO-AUTO,LEVE,26.0,0,,13.2,73.0
2022,4,9.0,MOTO-UTILITARIO,LEVE,13.0,0,0.0,5.1,90.0
2019,3,22.0,MOTO-CAMION,LEVE,21.4,0,,12.9,61.0
2020,1,19.0,AUTO-MOTO,LEVE,29.1,1,,12.8,37.0
2021,6,21.0,MOTO-AUTO,GRAVE,14.2,1,0.0,3.0,65.0
2022,10,6.0,SD-SD,LEVE,12.7,1,0.0,5.2,89.0
2021,6,11.0,PEATON-AUTO,LEVE,12.0,0,0.0,17.3,87.0
2023,10,19.0,MOTO-AUTO,LEVE,13.1,0,0.0,11.2,49.0
2021,1,6.0,AUTO-UTILITARIO,LEVE,19.2,0,0.3,27.3,86.0
2022,2,22.0,SD-SD,LEVE,22.6,0,0.0,28.1,77.0
2020,2,8.0,PEATON-MOTO,LEVE,18.6,0,,3.0,76.0
2020,9,5.0,AUTO-AUTO,LEVE,15.6,1,,4.0,94.0
2021,12,16.0,MOTO-MOTO,GRAVE,26.9,0,0.0,16.8,37.0
2024,11,9.0,AUTO-TAXI,LEVE,14.4,0,0.0,2.0,89.0
2021,7,11.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,13.3,0,0.8,8.9,95.0
2019,2,20.0,AUTO-AUTO,LEVE,29.5,0,,13.0,56.0
2023,1,18.0,PEATON-AUTO,LEVE,29.8,0,0.0,10.3,50.0
2019,10,17.0,MOTO-CAMION,LEVE,19.3,0,,22.6,66.0
2020,10,14.0,SD-SD,LEVE,16.4,0,,26.7,63.0
2023,6,12.0,MOTO-SD,LEVE,5.2,0,0.0,3.7,90.0
2022,6,13.0,PEATON-TAXI,LEVE,10.5,0,0.0,11.2,76.0
2020,2,11.0,MOTO-SD,LEVE,26.2,0,,19.1,70.0
2023,10,5.0,AUTO-OBJETO FIJO,LEVE,13.6,1,0.0,1.8,58.0
2024,7,14.0,MOTO-CAMIONETA,LEVE,8.5,0,0.0,5.4,55.0
2021,12,14.0,SD-SD,LEVE,25.4,0,0.0,12.4,65.0
2019,4,10.0,MOTO-AUTO,LEVE,16.5,0,,19.3,91.0
2023,5,15.0,MOTO-AUTO,LEVE,19.0,0,0.0,8.8,65.0
2019,12,21.0,SD-SD,LEVE,26.0,1,,11.0,45.0
2023,11,21.0,PEATON-AUTO,LEVE,23.0,0,0.0,21.3,57.0
2021,3,20.0,MOTO-OBJETO FIJO,LEVE,21.0,0,0.0,13.8,59.0
2023,10,21.0,MOTO-AUTO,LEVE,24.4,0,0.0,11.9,46.0
2022,9,17.0,PEATON-BICICLETA,LEVE,16.4,0,0.0,19.8,57.0
2020,9,12.0,MOTO-AUTO,LEVE,14.1,0,,7.1,77.0
2019,11,1.0,MOTO-AUTO,LEVE,18.6,1,,19.9,78.0
2022,9,16.0,BICICLETA-TAXI,LEVE,19.9,0,0.0,14.5,61.0
2020,3,1.0,PEATON-SD,LEVE,25.2,1,,10.6,77.0
2019,4,11.0,PEATON-BICICLETA,LEVE,,1,,,
2023,10,20.0,MOTO-TAXI,LEVE,24.0,1,0.0,12.3,43.0
2020,10,18.0,SD-SD,LEVE,16.7,1,,18.3,55.0
2023,8,12.0,BICICLETA-AUTO,LEVE,11.5,1,0.0,13.5,62.0
2020,9,17.0,AUTO-AUTO,LEVE,19.1,0,,5.6,69.0
2020,9,15.0,PEATON-AUTO,LEVE,18.4,0,,20.0,39.0
2023,7,0.0,MOTO-AUTO,LEVE,15.1,0,0.0,13.8,67.0
2019,6,19.0,MOTO-TRANSPORTE PUBLICO,LEVE,13.1,0,,23.9,38.0
2021,10,12.0,MOTO-AUTO,LEVE,15.7,1,0.0,14.1,57.0
2023,10,15.0,PEATON-SD,LEVE,16.7,0,0.0,16.3,66.0
2023,11,1.0,MOTO-TAXI,LEVE,17.5,1,0.0,6.1,38.0
2019,9,20.0,CAMION-TRANSPORTE PUBLICO,LEVE,22.2,0,,16.7,24.0
2020,2,19.0,BICICLETA-AUTO,LEVE,31.0,1,,10.1,45.0
2019,7,9.0,AUTO-AUTO,LEVE,9.1,0,,5.3,84.0
2020,3,7.0,MOTO-TAXI,LEVE,25.7,1,,9.3,83.0
2023,6,10.0,SD-SD,LEVE,9.2,0,0.0,7.6,57.0
2023,5,18.0,MOTO-AUTO,LEVE,15.3,0,0.0,4.7,68.0
2022,4,14.0,MOTO-AUTO,LEVE,23.9,0,0.0,4.5,71.0
2024,4,20.0,MOTO-AUTO,LEVE,18.2,0,0.0,14.5,77.0
2019,5,14.0,MOTO-TRANSPORTE PUBLICO,LEVE,13.6,0,,18.3,57.0
2023,12,21.0,MOTO-AUTO,LEVE,22.3,1,0.0,12.8,59.0
2019,3,17.0,MOTO-AUTO,LEVE,23.0,0,,6.7,80.0
2024,11,8.0,MOTO-OBJETO FIJO,LEVE,21.3,0,0.0,16.4,86.0
2022,10,23.0,MOTO-AUTO,LEVE,13.0,1,0.0,9.1,88.0
2024,10,1.0,AUTO-AUTO,LEVE,18.0,1,0.0,11.8,60.0
2019,8,15.0,PEATON-TAXI,LEVE,18.5,0,,8.1,78.0
2023,11,16.0,PEATON-AUTO,LEVE,28.6,0,0.0,11.8,26.0
2020,2,9.0,MOTO-AUTO,LEVE,18.0,0,,2.7,79.0
2024,11,22.0,SD-SD,LEVE,15.7,1,0.0,15.0,81.0
2020,9,17.0,BICICLETA-SD,LEVE,17.3,0,,15.5,67.0
2021,3,12.0,MOTO-UTILITARIO,LEVE,17.5,0,0.0,7.6,86.0
2019,1,7.0,TAXI-CAMION,LEVE,23.6,0,,14.0,81.0
2020,12,21.0,MOTO-AUTO,LEVE,33.3,0,,31.8,30.0
2022,1,7.0,AUTO-AUTO,LEVE,24.2,0,0.2,10.2,87.0
2024,8,14.0,SD-SD,LEVE,12.2,1,0.0,21.0,80.0
2020,9,0.0,MOTO-TAXI,LEVE,12.6,1,,3.6,84.0
2019,9,14.0,PEATON-TAXI,LEVE,15.7,1,,4.4,89.0
2022,1,22.0,MOTO-AUTO,LEVE,25.6,0,0.0,21.1,78.0
2020,2,18.0,BICICLETA-AUTO,LEVE,24.0,0,,16.0,53.0
2024,9,6.0,MOTO-AUTO,GRAVE,14.8,1,0.0,11.4,81.0
2022,1,12.0,MOTO-AUTO,LEVE,24.0,1,0.0,7.9,60.0
2020,2,16.0,MOTO-AUTO,LEVE,30.6,0,,10.0,57.0
2021,11,19.0,TRANSPORTE PUBLICO-MOTO,LEVE,20.2,0,1.6,5.2,84.0
2020,11,15.0,PEATON-TAXI,LEVE,25.1,0,,11.4,46.0
2019,8,19.0,PEATON-CAMION,LEVE,15.5,1,,9.9,71.0
2020,2,4.0,AUTO-AUTO,GRAVE,28.7,0,,19.3,62.0
2024,8,12.0,PEATON-AUTO,LEVE,7.9,0,0.0,14.6,84.0
2024,6,8.0,MOTO-AUTO,LEVE,5.2,0,0.0,5.5,83.0
2024,3,22.0,MOTO-AUTO,LEVE,20.4,0,0.0,9.0,56.0
2023,2,8.0,SD-SD,LEVE,22.3,0,0.0,2.6,76.0
2020,12,16.0,SD-SD,LEVE,19.8,1,,12.2,67.0
2023,9,8.0,UTILITARIO-AUTO,LEVE,10.9,1,0.0,4.0,76.0
2024,10,12.0,SD-SD,LEVE,21.8,0,0.0,12.5,74.0
2020,6,10.0,MOTO-AUTO,LEVE,4.2,0,,6.8,78.0
2022,3,20.0,SD-TAXI,LEVE,22.6,1,0.0,11.0,49.0
2023,7,15.0,MOTO-TAXI,LEVE,8.7,0,0.9,17.6,92.0
2024,5,16.0,SD-SD,LEVE,12.1,1,0.0,6.3,60.0
2023,8,5.0,AUTO-AUTO,LEVE,18.4,0,0.0,7.9,64.0
2023,2,17.0,MOTO-AUTO,LEVE,26.1,0,0.5,14.6,66.0
2022,1,22.0,SD-SD,LEVE,23.0,0,0.3,23.3,87.0
2023,11,13.0,MOTO-AUTO,LEVE,17.8,1,0.0,5.9,53.0
2019,2,12.0,MOTO-AUTO,LEVE,27.3,0,,6.8,63.0
2021,12,20.0,SD-SD,LEVE,32.1,0,0.0,9.4,37.0
2020,10,13.0,SD-SD,LEVE,23.3,0,,17.1,69.0
2024,5,0.0,AUTO-AUTO,LEVE,14.7,0,0.0,10.7,55.0
2020,12,20.0,SD-SD,LEVE,27.0,0,,32.7,28.0
2024,5,18.0,MOTO-AUTO,LEVE,14.1,1,0.0,3.9,46.0
2020,12,21.0,SD-SD,LEVE,21.1,1,,24.0,52.0
2021,1,21.0,MOTO-TAXI,LEVE,27.9,0,0.0,14.4,39.0
2021,11,0.0,PEATON-AUTO,LEVE,,0,,,
2022,2,0.0,SD-SD,LEVE,21.7,0,0.0,19.1,81.0
2021,12,4.0,MOTO-AUTO,LEVE,20.7,0,0.0,12.3,61.0
2020,12,14.0,SD-SD,LEVE,25.5,0,,12.8,64.0
2021,12,0.0,MOTO-AUTO,GRAVE,,0,,,
2020,8,10.0,MOTO-UTILITARIO,GRAVE,6.1,0,,8.6,38.0
2022,3,19.0,MOTO-AUTO,LEVE,23.8,0,0.0,8.9,70.0
2021,3,13.0,MOTO-TRANSPORTE PUBLICO,LEVE,19.3,0,0.0,12.1,82.0
2020,7,18.0,MOTO-CAMION,LEVE,11.1,0,,7.9,55.0
2022,12,11.0,SD-SD,LEVE,19.1,0,0.0,9.1,61.0
2019,6,17.0,MOTO-UTILITARIO,LEVE,11.1,0,,16.6,34.0
2020,5,0.0,MOTO-SD,LEVE,15.2,1,,14.6,63.0
2022,4,23.0,MOTO-SD,LEVE,16.5,0,0.0,5.2,53.0
2023,9,6.0,MOTO-AUTO,LEVE,11.6,0,0.0,9.4,75.0
2020,7,10.0,SD-SD,LEVE,5.7,0,,9.3,83.0
2019,8,17.0,MOTO-AUTO,GRAVE,16.2,1,,13.0,50.0
2020,8,19.0,AUTO-SD,LEVE,11.3,0,,14.4,87.0
2021,8,13.0,SD-SD,LEVE,9.9,0,0.0,12.9,79.0
2020,6,9.0,AUTO-SD,LEVE,14.7,0,,11.1,88.0
2023,7,15.0,AUTO-AUTO,LEVE,14.6,1,0.0,12.9,53.0
2021,11,19.0,MOTO-AUTO,LEVE,20.1,0,0.0,18.9,47.0
2022,9,18.0,AUTO-OBJETO FIJO,LEVE,21.1,1,0.0,16.3,57.0
2021,8,9.0,PEATON-CAMION,LEVE,12.0,0,0.1,8.7,61.0
2023,7,18.0,PEATON-AUTO,LEVE,9.5,0,1.5,13.5,92.0
2020,6,16.0,MOTO-AUTO,LEVE,12.8,0,,13.9,75.0
2024,11,11.0,BICICLETA-OTRO,LEVE,17.3,0,0.0,17.8,78.0
2022,6,5.0,SD-SD,LEVE,5.3,1,0.0,1.2,71.0
2020,2,18.0,SD-SD,LEVE,32.1,0,,9.4,54.0
2022,9,10.0,AUTO-CAMION,LEVE,7.4,0,0.0,17.8,74.0
2022,2,16.0,MOTO-AUTO,LEVE,29.1,0,0.0,11.5,51.0
2024,12,13.0,SD-SD,LEVE,22.7,0,0.1,15.6,73.0
2021,3,15.0,TAXI-AUTO,LEVE,20.8,1,0.0,7.1,67.0
2019,6,15.0,MOTO-AUTO,LEVE,11.8,0,,19.3,81.0
2023,2,14.0,BICICLETA-AUTO,LEVE,27.1,0,0.0,12.9,72.0
2022,8,18.0,MOTO-AUTO,LEVE,16.5,0,0.0,14.4,55.0
2022,3,21.0,AUTO-AUTO,LEVE,24.8,0,0.0,8.6,49.0
2019,1,12.0,MOTO-AUTO,LEVE,29.0,0,,16.0,73.0
2019,7,11.0,MOTO-AUTO,LEVE,10.8,0,,2.3,86.0
2022,2,4.0,AUTO-AUTO,LEVE,19.3,0,0.0,7.0,93.0
2023,5,7.0,BICICLETA-SD,LEVE,12.1,0,0.0,5.5,82.0
2021,7,17.0,BICICLETA-AUTO,LEVE,12.2,1,0.0,14.5,42.0
2023,5,10.0,PEATON-AUTO,LEVE,11.1,0,0.0,8.9,58.0
2022,4,17.0,PEATON-TAXI,LEVE,24.0,0,0.0,10.9,66.0
2022,9,19.0,MOTO-AUTO,GRAVE,17.6,1,0.0,8.9,40.0
2023,9,21.0,MOTO-AUTO,LEVE,14.1,0,0.0,26.8,58.0
2020,10,20.0,SD-SD,LEVE,14.2,0,,13.1,73.0
2024,3,13.0,MOTO-OBJETO FIJO,LEVE,23.8,1,0.0,15.9,54.0
2024,4,13.0,BICICLETA-MOTO,LEVE,20.9,0,0.0,5.0,69.0
2023,10,16.0,MOTO-MOVIL,LEVE,16.5,0,0.0,22.3,47.0
2021,4,5.0,MOTO-OBJETO FIJO,GRAVE,,0,,,
2024,3,4.0,MOTO-AUTO,LEVE,19.1,1,0.0,23.0,56.0
2023,12,15.0,MOTO-AUTO,LEVE,25.9,0,0.0,17.4,45.0
2023,3,20.0,PEATON-MOTO,LEVE,30.5,0,0.0,16.0,44.0
2024,8,14.0,MOTO-AUTO,LEVE,16.2,0,0.0,6.8,95.0
2020,2,14.0,MOTO-OBJETO FIJO,LEVE,30.8,0,,11.3,63.0
2022,5,11.0,PEATON-TRANSPORTE PUBLICO,LEVE,8.3,1,0.0,5.6,82.0
2019,3,21.0,BICICLETA-MOVIL,LEVE,27.5,0,,11.0,44.0
2022,7,12.0,SD-SD,LEVE,9.7,0,0.0,28.2,63.0
2021,3,10.0,MOTO-AUTO,LEVE,,0,,,
2024,2,20.0,SD-SD,LEVE,31.0,0,0.0,7.0,62.0
2021,10,19.0,SD-SD,LEVE,18.5,0,0.0,17.5,70.0
2022,1,8.0,MOTO-UTILITARIO,LEVE,15.8,0,0.0,13.6,58.0
2020,1,13.0,BICICLETA-SD,LEVE,23.0,0,,16.4,70.0
2022,5,12.0,PEATON-AUTO,LEVE,13.5,0,0.0,17.0,74.0
2022,10,17.0,BICICLETA-AUTO,LEVE,26.1,0,0.0,12.6,25.0
2022,8,18.0,AUTO-AUTO,LEVE,18.2,0,0.0,14.9,28.0
2023,4,8.0,MOTO-AUTO,LEVE,18.0,0,0.0,7.5,92.0
2021,6,8.0,MOTO-AUTO,LEVE,15.0,0,0.0,15.9,59.0
2019,10,19.0,MOTO-AUTO,LEVE,15.8,0,,19.0,87.0
2019,10,19.0,PEATON-AUTO,LEVE,12.1,0,,11.1,86.0
2019,10,13.0,TAXI-TRANSPORTE PUBLICO,LEVE,13.0,0,,24.4,93.0
2020,12,13.0,SD-SD,LEVE,20.9,0,,14.8,39.0
2022,10,13.0,MOTO-OBJETO FIJO,LEVE,23.7,0,0.0,18.8,51.0
2024,4,14.0,SD-SD,LEVE,18.8,0,0.0,4.2,96.0
2024,9,16.0,MOTO-AUTO,LEVE,18.3,0,0.0,34.9,71.0
